,Field,Dataset,Product,Obj__Id,Moisture__,Yld_Vol_Dr
6664,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6664,31.5,126.1215
6665,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6665,29.2,187.1547
6666,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6666,28.6,214.1802
6667,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6667,30.1,204.9508
6668,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6668,31.1,224.4125
6669,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6669,30.6,176.3393
6670,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6670,28.3,171.893
6671,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6671,28.9,64.6373
6672,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6672,30,13.4363
6673,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6673,32.5,395.26
6674,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6674,32.5,231.5594
6675,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6675,32.5,210.2981
6676,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6676,32.5,180.2555
6677,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6677,32.5,157.7235
6678,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6678,32.5,189.9718
6679,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6679,29.8,186.1145
6680,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6680,28.2,204.2987
6681,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6681,29.6,200.5391
6682,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6682,31,202.052
6683,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6683,30.6,203.7746
6684,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6684,29.5,219.015
6685,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6685,30.6,232.5123
6686,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6686,31.4,222.0491
6687,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6687,31.4,228.3135
6688,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6688,29.5,235.1094
6689,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6689,29,255.292
6690,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6690,30.3,237.5845
6691,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6691,30.9,246.1074
6692,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6692,28.9,238.4985
6693,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6693,28.4,253.021
6694,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6694,28.6,244.1753
6695,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6695,30,205.7025
6696,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6696,30.3,221.7626
6697,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6697,28.2,180.3019
6698,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6698,28.5,207.285
6699,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6699,30.3,192.3966
6700,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6700,30.7,205.3052
6701,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6701,27.7,192.3421
6702,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6702,28.5,204.8904
6703,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6703,30.3,171.3381
6704,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6704,30.9,170.0314
6705,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6705,29.1,199.6192
6706,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6706,28.5,200.0746
6707,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6707,30.6,195.9849
6708,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6708,31.4,183.1249
6709,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6709,30.5,200.1995
6710,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6710,29.2,205.7337
6711,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6711,30.1,173.6332
6712,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6712,30.9,178.2932
6713,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6713,30.7,164.3612
6714,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6714,29.4,190.1611
6715,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6715,29.5,176.0202
6716,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6716,30.3,176.5713
6717,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6717,30.5,161.4913
6718,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6718,29.2,188.2576
6719,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6719,29.1,242.1355
6720,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6720,28.9,137.9089
6721,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6721,30.5,96.676
6722,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6722,31.5,100.0481
6723,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6723,29.9,157.7551
6724,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6724,28.8,126.9278
6725,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6725,29.2,55.7574
6726,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6726,30.8,28.8339
6727,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6727,31.2,29.6505
6728,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6728,31.5,12.9171
6729,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6729,31.6,23.2361
6730,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6730,31.7,44.394
6731,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6731,30.9,29.8223
6732,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6732,27.4,53.1548
6733,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6733,28.4,46.9113
6734,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6734,30,65.0271
6735,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6735,30.6,42.6847
6736,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6736,31,87.9355
6737,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6737,28.6,108.0628
6738,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6738,28.9,77.2093
6739,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6739,30.2,106.2558
6740,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6740,30.6,117.6059
6741,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6741,28.1,176.3839
6742,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6742,28.5,158.9077
6743,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6743,29.2,188.8575
6744,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6744,30.1,186.8638
6745,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6745,28.5,212.8744
6746,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6746,28.9,209.3964
6747,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6747,29.9,182.7063
6748,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6748,30.8,173.9405
6749,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6749,30.2,194.176
6750,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6750,28.1,162.7379
6751,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6751,28.8,105.4719
6752,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6752,29.9,91.3043
6753,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6753,30.4,52.0127
6754,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6754,27.4,33.3395
6755,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6755,27.8,29.4013
6756,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6756,29,18.7953
6757,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6757,29.4,17.7638
6758,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6758,30,29.7364
6759,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6759,30.3,20.8117
6760,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6760,27.4,19.1198
6761,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6761,28.1,41.7316
6762,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6762,29,39.9428
6763,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6763,29.3,28.3115
6764,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6764,28,44.8654
6765,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6765,26,23.4066
6766,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6766,27.4,35.1785
6767,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6767,28.1,47.3868
6768,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6768,28.1,51.116
6769,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6769,26.8,73.8478
6770,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6770,28.3,97.4504
6771,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6771,29.8,83.0666
6772,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6772,30.3,91.5005
6773,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6773,27.8,92.9256
6774,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6774,27.9,109.4064
6775,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6775,29.3,156.2951
6776,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6776,29.8,142.3905
6777,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6777,27.8,162.2423
6778,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6778,27.1,171.5162
6779,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6779,29.6,194.2788
6780,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6780,29.9,189.4511
6781,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6781,27.4,222.2242
6782,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6782,27.9,184.3306
6783,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6783,29.6,217.0468
6784,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6784,30.5,179.7696
6785,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6785,28.4,187.6478
6786,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6786,29.3,204.5171
6787,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6787,31.1,179.9814
6788,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6788,31,206.7616
6789,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6789,29.5,220.435
6790,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6790,29,217.3865
6791,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6791,30.7,216.4676
6792,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6792,31.9,206.2679
6793,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6793,32,205.2563
6794,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6794,30.8,175.1086
6795,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6795,30.3,179.194
6796,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6796,31.2,177.6489
6797,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6797,32,179.8262
6798,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6798,30.6,185.9086
6799,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6799,28.7,186.9064
6800,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6800,27.9,165.0452
6801,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6801,29.5,98.7382
6802,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6802,30.6,79.7859
6803,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6803,30.9,50.1687
6804,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6804,28.7,52.4126
6805,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6805,28.9,68.6155
6806,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6806,29.9,82.0543
6807,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6807,30.6,59.411
6808,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6808,30.4,85.5704
6809,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6809,28.9,101.6517
6810,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6810,30.3,120.0307
6811,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6811,31.3,139.7393
6812,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6812,31,151.1692
6813,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6813,30.4,178.8273
6814,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6814,29.4,204.1751
6815,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6815,31,219.0723
6816,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6816,30.9,223.3051
6817,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6817,30.5,225.845
6818,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6818,30.2,245.8131
6819,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6819,29.6,249.7802
6820,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6820,31,253.8381
6821,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6821,31.5,228.3351
6822,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6822,29.1,268.6848
6823,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6823,28.6,235.3414
6824,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6824,28.2,223.8726
6825,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6825,29.6,171.2759
6826,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6826,29.6,171.8517
6827,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6827,29.6,170.4196
6828,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6828,30.5,146.8572
6829,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6829,28.9,121.7998
6830,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6830,29.2,140.7033
6831,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6831,30.9,129.3211
6832,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6832,28.9,100.1792
6833,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6833,28.3,110.5886
6834,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6834,30.1,118.4424
6835,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6835,31,155.0558
6836,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6836,31,154.8786
6837,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6837,31,153.6494
6838,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6838,30.9,155.1949
6839,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6839,29.6,144.6108
6840,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6840,28.7,162.3118
6841,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6841,30.3,160.5731
6842,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6842,31.4,174.3603
6843,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6843,31.4,174.642
6844,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6844,30.2,199.7974
6845,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6845,29.8,192.8995
6846,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6846,29.1,232.01
6847,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6847,29.1,232.01
6848,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6848,30.2,230.3026
6849,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6849,31.5,225.1574
6850,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6850,30.5,226.9667
6851,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6851,30,213.5237
6852,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6852,29.5,220.4281
6853,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6853,30.9,189.0181
6854,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6854,31.3,203.9302
6855,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6855,31,191.5277
6856,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6856,29.8,222.3042
6857,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6857,29.9,233.0935
6858,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6858,30.7,231.3423
6859,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6859,31.6,225.7242
6860,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6860,31.7,218.0961
6861,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6861,30.4,242.4826
6862,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6862,30,233.3765
6863,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6863,30.5,249.5334
6864,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6864,30.8,241.2548
6865,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6865,31.8,244.272
6866,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6866,32.7,233.6221
6867,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6867,30.8,259.7518
6868,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6868,29.8,265.4569
6869,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6869,29.5,266.1239
6870,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6870,29.5,266.1239
6871,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6871,30.5,250.4572
6872,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6872,31.5,258.8545
6873,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6873,30.7,243.501
6874,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6874,29.4,234.8771
6875,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6875,30,217.8493
6876,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6876,29.4,193.2809
6877,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6877,30.9,209.6977
6878,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6878,31.5,187.8957
6879,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6879,30.2,201.8116
6880,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6880,29.6,191.6158
6881,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6881,30.3,211.1784
6882,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6882,31.6,178.1288
6883,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6883,32.2,180.5059
6884,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6884,30.6,187.4043
6885,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6885,30.2,200.8337
6886,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6886,30.1,227.0725
6887,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6887,30.1,224.1791
6888,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6888,31.4,236.5677
6889,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6889,30.8,231.4782
6890,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6890,30.5,246.4542
6891,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6891,30.3,238.0851
6892,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6892,30.2,237.8337
6893,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6893,31.6,235.2579
6894,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6894,32.1,235.3464
6895,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6895,30.4,251.5404
6896,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6896,30.2,237.5191
6897,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6897,30.4,248.174
6898,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6898,29.7,233.8021
6899,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6899,31.1,248.2718
6900,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6900,31.8,238.2288
6901,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6901,30.7,246.7274
6902,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6902,30.1,251.1205
6903,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6903,30.2,254.7757
6904,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6904,30.2,259.5965
6905,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6905,30.2,246.8316
6906,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6906,31.7,242.9175
6907,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6907,31.1,236.3335
6908,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6908,29.4,249.3637
6909,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6909,29.4,256.0586
6910,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6910,29.1,246.4592
6911,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6911,29.9,240.6705
6912,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6912,30.9,221.3908
6913,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6913,29.3,216.5078
6914,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6914,29.5,182.3574
6915,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6915,29.3,189.7804
6916,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6916,29.6,191.9408
6917,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6917,31,203.6722
6918,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6918,30.6,185.101
6919,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6919,29.4,192.9894
6920,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6920,28.2,206.8312
6921,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6921,27.9,172.3648
6922,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6922,29.8,174.2886
6923,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6923,31,153.2666
6924,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6924,31,167.4874
6925,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6925,28.8,167.5903
6926,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6926,27.4,188.3872
6927,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6927,27.8,191.1152
6928,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6928,28.8,181.4648
6929,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6929,30.1,198.184
6930,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6930,29.7,192.4915
6931,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6931,28.7,222.7105
6932,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6932,28.7,219.5117
6933,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6933,28.5,234.738
6934,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6934,28.2,245.3743
6935,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6935,28.4,245.4542
6936,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6936,29.9,234.9338
6937,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6937,31.2,241.543
6938,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6938,29.2,240.4603
6939,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6939,29.2,233.541
6940,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6940,29.1,242.3211
6941,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6941,29.2,216.4649
6942,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6942,29.4,226.2494
6943,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,6943,31.2,200.3061
